"Jurisdiction","Product Name(s)","Disease Area(s)","Patent Description","Patent Status","Patent Application Date (dd/mm/yyyy)","Patent Application Number","Publication / Grant Number(s)","Expected Expiry Date (dd/mm/yyyy)","Last Updated On (dd/mm/yyyy)","Priority Number(s)","PCT Related Application","Other PCT Related Application(s)"
Brazil,Bevacizumab 25 mg/ml,"Cancer, COVID-19 (drug candidate), Macular Degeneration",Bevacizumab crystals manuf. process,Rejected,21/07/2005,BRPI0513601,BRPI0513601A,,24/02/2021,US59070704 US2005026017,WO2006012500A2,,,
Brazil,Bevacizumab 25 mg/ml,"Cancer, COVID-19 (drug candidate), Macular Degeneration",Bevacizumab use for the treatment of ovarian cancer,Rejected - under appeal,21/02/2011,BR112012020700,BR112012020700A2 BR112012020700A8,21/02/2031,23/02/2021,US2011025651 US201161439819 US30709510 US36005910 US35123110,WO2011106300A2,,
Brazil,Casirivimab +Imdevimab (REGN-COV2) 120.0 mg/ml+mg/ml,COVID-19,"Casirivimab, imdevimab and combination",Filed,24/06/2020,BR112020015534,,24/06/2040,07/09/2021,,WO2021045836A1,,
Brazil,Dapagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Dapagliflozin compound and analogues (Markush structure),Expired,01/10/2000,BR0014722,BR0014722A BRPI0014722B1 BRPI0014722B8,01/10/2020,29/07/2021,US15877399 US19461500 US0027187,WO0127128A1,WO03099836A1,,
Brazil,Dapagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Dapagliflozin compound and salts,Granted,14/05/2003,BR0311323,BR0311323A BRPI0311323B1 BRPI0311323B8,14/05/2023,30/07/2021,US0315591 US15143602,WO03099836A1,WO0127128A1,,
Brazil,Dapagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Dapagliflozin compound and salts,Granted,14/05/2003,BR122017015091,BR122017015091B1 BR122017015091B8,14/05/2023,30/07/2021,BRPI0311323 US0315591 US15143602,WO03099836A1,WO0127128A1,,
Brazil,Dapagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Dapagliflozin crystalline solvates,Granted,20/06/2007,BR122017021516,BR122017021516B1 BR122017021516B8,20/06/2027,20/09/2021,US2007071749 US76548107 BRPI0713544 US81711806,WO2008002824A1,,,
Brazil,Dapagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Dapagliflozin crystalline solvates,Granted,20/06/2007,BRPI0713544,BRPI0713544A2 BRPI0713544B1 BRPI0713544B8,20/06/2027,29/07/2021,US2007071749 US76548107 US81711806,WO2008002824A1,,,
Brazil,Dapagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Dapagliflozin crystalline solvates,Granted,20/06/2007,BR122017015106,BR122017015106B1 BR122017015106B8,20/06/2027,30/07/2021,US2007071749 US76548107 BRPI0713544 US81711806,WO2008002824A1,,,
Brazil,Dapagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Dapagliflozin propanediol monohydrate immediate release formulation,Granted,20/03/2008,BR122017015098,BR122017015098B1 BR122017015098B8,20/03/2028,30/07/2021,US89628607 US2008057888 BRPI0809233,WO2008116179A1,,,
Brazil,Dapagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Dapagliflozin propanediol monohydrate immediate release formulation,Granted,20/03/2008,BRPI0809233,BRPI0809233A2 BRPI0809233B1,20/03/2028,23/02/2021,US89628607 US2008057888,WO2008116179A1,,
Brazil,Darunavir/Cobicistat 800/150 mg,"COVID-19 (drug candidate), HIV",Darunavir ethanolate solvate & other pseudopolymorphic forms,Granted,15/05/2003,BR0311176,BR0311176A BRPI0311176B1 BRPI0311176B8,15/05/2023,30/07/2021,EP02076929 EP2003050176 EP0350176 EP02076929,WO03106461A2,,,
Brazil,Darunavir/Cobicistat 800/150 mg,"COVID-19 (drug candidate), HIV",Cobicistat similar compound,Granted,05/07/2007,BRPI0714055,BRPI0714055A2 BRPI0714055B1 BRPI0714055B8,05/07/2027,29/07/2021,US11903228 US2007/015604 US83237106 US81931506,WO2008010921A2,WO2008103949A1 WO2009008989A1,,
Brazil,Darunavir/Cobicistat 800/150 mg,"COVID-19 (drug candidate), HIV",Cobicistat compound,Withdrawn,21/02/2008,BRPI0807581,BRPI0807581A2,,23/02/2021,US2008/054788 US11903228 US11958716,WO2008103949A1,WO2008010921A2 WO2008010921A3 WO2009008989A1,,
Brazil,Darunavir/Cobicistat 800/150 mg,"COVID-19 (drug candidate), HIV",Cobicistat tablets,Withdrawn,30/04/2009,BRPI0911871,BRPI0911871A2 BRPI0911871A8,,23/02/2021,US15065509 US4993508 US2009/042607 US15065209,WO2009135179A2,WO2010091197A2 WO2010091197A3,,
Brazil,Darunavir/Cobicistat 800/150 mg,"COVID-19 (drug candidate), HIV",Cobicistat intermediates,Granted,31/03/2010,BRPI1012638,BRPI1012638A2 BRPI1012638B1,31/03/2030,29/07/2021,US16649809 US2010/029633,WO2010115000A2,,,
Brazil,Darunavir/Cobicistat 800/150 mg,"COVID-19 (drug candidate), HIV",Darunavir compound II,Not Filed,,,,,,,,,,
Brazil,Darunavir/Cobicistat 800/150 mg,"COVID-19 (drug candidate), HIV",Darunavir compound I,Not Filed,,,,,,,,,
Brazil,Empagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Empagliflozin compound,Granted (opposed),10/03/2005,BRPI0508830,BRPI0508830A BRPI0508830B1 BRPI0508830B8,10/03/2025,10/09/2021,DE102004012676 DE102004040168 DE102004061145 EP05002628 EP2005002618,WO2005092877A1,WO2006064033A2 WO2006064033A3,,
Brazil,Empagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Empagliflozin compound,Filed,10/03/2005,BRPI0520862,,10/03/2025,21/09/2021,,WO2005092877A1,WO2006064033A2 WO2006064033A3,,
Brazil,Empagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Empagliflozin crystalline form,Rejected,04/02/2006,BR122019024809,,,22/09/2021,,WO2006117359A1,,,
Brazil,Empagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Empagliflozin crystalline form,Granted (opposed),01/05/2006,BRPI0610994,BRPI0610994A2 BRPI0610994B1 BRPI0610994B8,01/05/2026,10/09/2021,EP05018012 EP2006061956 EP05009669,WO2006117359A1,,,
Brazil,Empagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Empagliflozin/linagliptin combinations,Granted,14/08/2008,BRPI0815331,BRPI0815331A2 BRPI0815331B1 BRPI0815331B8,14/08/2028,10/09/2021,EP07114459 EP2008060736,WO2009022007A1,,,
Brazil,Empagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Empagliflozin/linagliptin combinations,Withdrawn,14/08/2008,BR122020026296,,,27/09/2021,,WO2009022007A1,,,
Brazil,Empagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Empagliflozin treatment regimen to improve glycemic control,Withdrawn,10/02/2010,BRPI1013640,BRPI1013640A2,,27/09/2021,US15231809 EP2010051734,WO2010092123A1,,,
Brazil,Empagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Empagliflozin compositions (specific particle size distribution),Rejected - under appeal,10/02/2010,BRPI1013638,BRPI1013638A2,10/02/2030,27/09/2021,US15231709 US25403309 EP2010051737,WO2010092126A1,,,
Brazil,Empagliflozin 10 mg,"COVID-19 (drug candidate), Diabetes Mellitus",Empagliflozin use in combination with insulin,Withdrawn,06/11/2011,BR112013011968,BR112013011968A2,,27/09/2021,EP2011069532 EP10190303 EP11151059,WO2012062698A1,,
Brazil,Favipiravir 200 mg,"COVID-19 (drug candidate), Respiratory Tract Diseases",Favipiravir compound and its use as antiviral,Expired,17/08/1999,BR9913097,BR9913097A BR9913097B1 BRPI9913097B8,17/08/2019,29/07/2021,JP9904429 JP25044198 JP14592299,WO0010569A1,,,
Brazil,Favipiravir 200 mg,"COVID-19 (drug candidate), Respiratory Tract Diseases",Favipiravir tablet or granulated powder compositions,Granted,11/03/2010,BRPI1013187,BRPI1013187A2,11/03/2030,24/02/2021,JP2009061837 JP2010054191,WO2010104170A1,,
Brazil,Imatinib 400 mg,"Cancer, COVID-19 (drug candidate), Hematologic Diseases",Imatinib compound,Expired,08/05/1997,BR1100739,BR1100739A,02/04/2012,23/02/2021,CH108392,WO9509852A1,,,
Brazil,Imatinib 400 mg,"Cancer, COVID-19 (drug candidate), Hematologic Diseases",Imatinib crystal form,Rejected,15/07/1998,BR9810920,BR9810920A,,08/03/2021,EP9804427 CH176497,WO9903854A1,,,
Brazil,Imatinib 400 mg,"Cancer, COVID-19 (drug candidate), Hematologic Diseases",Imatinib for gastrointestinal tumors,Granted (opposed),25/10/2001,BR0114870,BR0114870A BRPI0114870B1 BRPI0114870B8,25/10/2021,29/07/2021,EP0112442 US24381000,WO0234727A2,,,
Brazil,Imatinib 400 mg,"Cancer, COVID-19 (drug candidate), Hematologic Diseases",Imatinib tablet,Rejected,21/04/2003,BR0309528,BR0309528A,,23/02/2021,EP0304151 GB0209265,WO03090720A1,,
Brazil,Lopinavir/Ritonavir 200/50 mg,"COVID-19 (drug candidate), HIV",Lopinavir compound,Expired,29/04/1997,BR1100397,BR1100397A,29/04/2017,23/02/2021,US753201 BR1100397-9,WO9721685A1,WO9721683A1,,
Brazil,Lopinavir/Ritonavir 200/50 mg,"COVID-19 (drug candidate), HIV",Ritonavir compound,Rejected,06/05/1997,BR1100661,BR1100661A,,23/02/2021,BR1100661-7 US821609,,,,
Brazil,Lopinavir/Ritonavir 200/50 mg,"COVID-19 (drug candidate), HIV",Ritonavir crystalline polymorph,Withdrawn,18/07/1999,BR9912010,BR9912010A,,23/02/2021,US9916334 US11934598 US32609399,WO0004016A2,,,
Brazil,Lopinavir/Ritonavir 200/50 mg,"COVID-19 (drug candidate), HIV",LPV crystal forms,Rejected,20/03/2001,BR0109433,BR0109433A,,24/02/2021,US53825700 US09793536 US0109112,WO0174787A2,,,
Brazil,Lopinavir/Ritonavir 200/50 mg,"COVID-19 (drug candidate), HIV",Ritonavir and LPV/r heat-stable formulations,Withdrawn,22/08/2004,BRPI0413882,BRPI0413882A,,23/02/2021,US50617803 US2004027401,WO2005039551A2,,,
Brazil,Lopinavir/Ritonavir 200/50 mg,"COVID-19 (drug candidate), HIV",Ritonavir and LPV/r heat-stable formulations,Rejected,22/08/2004,BR122012002862,,,08/06/2020,US10650178,WO2005039551A2,,,
Brazil,Lopinavir/Ritonavir 200/50 mg,"COVID-19 (drug candidate), HIV",Ritonavir and LPV/r heat-stable formulations,Rejected,22/08/2004,BR122012002864,,,06/05/2019,US10650178,WO2005039551A2,,,
Brazil,Lopinavir/Ritonavir 200/50 mg,"COVID-19 (drug candidate), HIV",LPV/r & RTV heat-stable formulations,Withdrawn,20/02/2006,BRPI0609173,BRPI0609173A2,,23/02/2021,US2006/005944 US11064467,WO2006091529A2,,,
Brazil,Lopinavir/Ritonavir 200/50 mg,"COVID-19 (drug candidate), HIV",LPV/r & RTV heat-stable formulations,Withdrawn,20/02/2006,BR122012031169,BR122012031169A2,,23/02/2021,US11064467,WO2006091529A2,,
Brazil,Lopinavir/Ritonavir 80/20 mg/ml,"COVID-19 (drug candidate), HIV",Lopinavir compound,Expired,29/04/1997,BR1100397,BR1100397A,29/04/2017,23/02/2021,US753201 BR1100397-9,WO9721685A1,WO9721683A1,,
Brazil,Lopinavir/Ritonavir 80/20 mg/ml,"COVID-19 (drug candidate), HIV",Ritonavir compound,Rejected,06/05/1997,BR1100661,BR1100661A,,23/02/2021,BR1100661-7 US821609,,,,
Brazil,Lopinavir/Ritonavir 80/20 mg/ml,"COVID-19 (drug candidate), HIV",Ritonavir solutions,Expired,11/11/1997,BRPI9715203,,11/11/2017,21/11/2018,US75439096,WO9822106A1,,,
Brazil,Lopinavir/Ritonavir 80/20 mg/ml,"COVID-19 (drug candidate), HIV",Ritonavir solutions,Revoked,11/11/1997,BR9714310,BR9714310A,,23/02/2021,US75439096 US9720794,WO9822106A1,,,
Brazil,Lopinavir/Ritonavir 80/20 mg/ml,"COVID-19 (drug candidate), HIV",Ritonavir crystalline polymorph,Withdrawn,18/07/1999,BR9912010,BR9912010A,,23/02/2021,US9916334 US11934598 US32609399,WO0004016A2,,,
Brazil,Lopinavir/Ritonavir 80/20 mg/ml,"COVID-19 (drug candidate), HIV",LPV crystal forms,Rejected,20/03/2001,BR0109433,BR0109433A,,24/02/2021,US53825700 US09793536 US0109112,WO0174787A2,,
Brazil,Molnupiravir (formerly MK-4482),COVID-19 (drug candidate),Molnupiravir and analogues (Markush structure) and their use as antivirals,Filed,15/12/2015,BR112017013858,BR112017013858A2,15/12/2035,26/02/2021,US201462096915 US201562201140 US2015066144,WO2016106050A1,,,
Brazil,Molnupiravir (formerly MK-4482),COVID-19 (drug candidate),Molnupiravir compound and its use as antiviral,Filed,06/12/2018,BR112020010581,BR112020010581A2,06/12/2038,27/11/2020,US201862626998 US2018064503 US201862760434 US201762595907,WO2019113462A1,,
Brazil,"Remdesivir 100 mg/20mL, Remdesivir 100 mg/vial",COVID-19,Remdesivir and analogues (Markush structure) & their use as antivirals,Granted (opposed),21/04/2009,BRPI0910455,BRPI0910455A2 BRPI0910455B1 BRPI0910455B8,21/04/2029,29/07/2021,US13944908 US4726308 US2009041447,WO2009132135A1,WO2009132123A1,,
Brazil,"Remdesivir 100 mg/20mL, Remdesivir 100 mg/vial",COVID-19,Remdesivir isomers and their use for treating paramyxoviridae virus infections,Granted,21/07/2011,BR112013001553,BR112013001553A2 BR112013001553B1,21/07/2031,17/03/2021,US36660910 US2011045102,WO2012012776A1,,,
Brazil,"Remdesivir 100 mg/20mL, Remdesivir 100 mg/vial",COVID-19,Remdesivir compound and use of remdesivir and its analogues to treat filoviridae virus infections,Rejected - under appeal,27/10/2015,BR102015027413,BR102015027413A2,27/10/2035,29/07/2021,US201562105619 US201462072331,WO2016069826A1,WO2016069825A1 WO2016069827A1,,
Brazil,"Remdesivir 100 mg/20mL, Remdesivir 100 mg/vial",COVID-19,Remdesivir and its analogues used for treating Arenaviridae and Coronaviridae virus infections,Granted,15/09/2016,BR112018005048,BR112018005048B1 BR112018005048B8,15/09/2036,29/07/2021,,WO2017049060A1,,
Brazil,"Rivaroxaban 10 mg, Rivaroxaban 20 mg, Rivaroxaban 2.5 mg","Cardiovascular diseases, COVID-19 (drug candidate)",Rivaroxaban in combination with clopidogrel or aspirin,Granted,06/06/2002,BR0210941,BR0210941A BRPI0210941B1 BRPI0210941B8,06/06/2022,29/07/2021,EP0206237 DE10129725,WO03000256A1,,,
Brazil,"Rivaroxaban 10 mg, Rivaroxaban 20 mg, Rivaroxaban 2.5 mg","Cardiovascular diseases, COVID-19 (drug candidate)",Rivaroxaban compound,Granted (opposed),10/12/2000,BR0017050,BR0017050A BR0017050B1,11/06/2022,14/04/2021,DE19962924 EP0012492,WO0147919A1,,,
Brazil,"Rivaroxaban 10 mg, Rivaroxaban 20 mg, Rivaroxaban 2.5 mg","Cardiovascular diseases, COVID-19 (drug candidate)","Rivaroxaban solid compositions, preparation process & use",Claims amended,12/11/2004,BRPI0416404,BRPI0416404A BRPI0416404B1 BRPI0416404B8,12/11/2024,29/07/2021,DE10355461 EP2004012897,WO2005060940A2,,,
Brazil,"Rivaroxaban 10 mg, Rivaroxaban 20 mg, Rivaroxaban 2.5 mg","Cardiovascular diseases, COVID-19 (drug candidate)","Rivaroxaban to treat a thromboembolic disorder(rapid release tablet, no more than once daily",Rejected,18/01/2006,BRPI0606760,BRPI0606760A2,,09/03/2021,EP2006000431 EP05001893,WO2006079474A1,,,
Brazil,"Rivaroxaban 10 mg, Rivaroxaban 20 mg, Rivaroxaban 2.5 mg","Cardiovascular diseases, COVID-19 (drug candidate)",Rivaroxaban polymorph form II and amorphous form,Granted,21/09/2006,BRPI0616801,BRPI0616801A2 BRPI0616801B1 BRPI0616801B8,21/09/2026,29/07/2021,EP2006009202 DE102005047564 DE102005047563,WO2007039132A1,,
Brazil,"Ruxolitinib 10 mg, Ruxolitinib 15 mg, Ruxolitinib 20 mg, Ruxolitinib 5 mg","COVID-19 (drug candidate), Hematologic Diseases",Ruxolitinib compound and analogues,Granted (opposed),11/12/2006,BRPI0619817,BRPI0619817A2 BRPI0619817A8 BRPI0619817B1 BRPI0619817B8,11/12/2026,29/07/2021,US74990505 US81023106 US85940406 US85687206 US2006047369 US85062506,WO2007070514A1,,,
Brazil,"Ruxolitinib 10 mg, Ruxolitinib 15 mg, Ruxolitinib 20 mg, Ruxolitinib 5 mg","COVID-19 (drug candidate), Hematologic Diseases",Ruxolitinib phosphate salt and uses,Granted (opposed),11/06/2008,BRPI0814254,BRPI0814254A2 BRPI0814254B1 BRPI0814254B8,11/06/2028,29/07/2021,US2008066662 US94370507,WO2008157208A2,,
Brazil,"Sarilumab 131.6 mg/ml, Sarilumab 175 mg/ml","Arthritis, Rheumatoid, COVID-19 (drug candidate)",Sarilumab,Granted,31/05/2007,BRPI0712224,BRPI0712224A2 BRPI0712224B1 BRPI0712224B8,31/05/2027,29/07/2021,US81066406 US84323206 US2007013062,WO2007143168A2,,,
Brazil,"Sarilumab 131.6 mg/ml, Sarilumab 175 mg/ml","Arthritis, Rheumatoid, COVID-19 (drug candidate)","Sarilumab formulation containing histidine, arginine, sucrose and polysorbate",Rejected - under appeal,06/01/2011,BR112012016618,BR112012016618A2,06/01/2031,06/04/2021,,WO2011085158A2,,
Brazil,"Siltuximab 100 mg, Siltuximab 400 mg","COVID-19 (drug candidate), Lymphatic Diseases",Siltuximab,Granted,25/10/2002,BR0214168,BR0214168A BRPI0214168B1 BRPI0214168B8,25/10/2022,29/07/2021,US0236213 US33274301,WO2004039826A1,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Sofosbuvir active metabolite,Rejected,20/04/2004,BRPI0419343,,,15/06/2021,,WO2005003147A2,,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Sofosbuvir active metabolite,Rejected,20/04/2004,BRPI0419342,,,27/07/2021,,WO2005003147A2,,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Sofosbuvir active metabolite,Claims amended,20/04/2004,BRPI0410846,BRPI0410846A BRPI0410846B1 BRPI0410846B8,20/04/2024,14/06/2021,US2004012472 US10474368,WO2005003147A2,,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Sofosbuvir active metabolite,Granted,20/04/2004,BR122018015050,,20/04/2024,27/09/2021,US10474368,WO2005003147A2,,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Sofosbuvir active metabolite,Rejected,20/04/2004,BRPI0419344,,,15/06/2021,,WO2005003147A2,,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Sofosbuvir active metabolite,Granted (opposed),20/04/2004,BRPI0419345,BRPI0419345B1 BRPI0419345B8,20/04/2024,14/06/2021,US47436803 US2004012472 BRPI0410846,WO2005003147A2,,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Daclatasvir compound,Granted,08/08/2007,BRPI0716483,BRPI0716483A2 BRPI0716483B1 BRPI0716483B8,08/08/2027,29/07/2021,US11835462 US83699606,WO2008021927A2,,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Sofosbuvir compound (prodrug),Rejected,25/03/2008,BRPI0809654,BRPI0809654A2,,28/07/2021,US2008/058183 US98230907 US12053015 US90931507,WO2008121634A2,,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Sofosbuvir compound (prodrug),Rejected,25/03/2008,BRPI0823519,BRPI0823519A2,,23/02/2021,US2008/058183 US98230907 US12053015 US90931507 BRPI0809654,WO2008121634A2,,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Daclatasvir synthesis process,Withdrawn,30/07/2008,BRPI0815611,BRPI0815611A2 BRPI0815611B1,,29/07/2021,US2008071696 US95459507,WO2009020825A1,,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Daclatasvir crystalline forms,Withdrawn,30/07/2008,BRPI0815142,BRPI0815142A2 BRPI0815142B1 BRPI0815142B8,,27/07/2021,US2008/071734 US11954592,WO2009020828A1,,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)","Sofosbuvir processes, intermediates & product-by-process",Rejected,19/05/2010,BR122013007556,BR122013007556A2,,23/02/2021,US17992309 US2010/035641 BRPI1012781,WO2010135569A1,WO2011123645A2 WO2011123645A3 WO2011123668A2 WO2011123668A3 WO2011123672A1,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)","Sofosbuvir processes, intermediates & product-by-process",Rejected,19/05/2010,BRPI1012781,BRPI1012781A2,,23/02/2021,US17992309 US31951310 US2010/035641,WO2010135569A1,WO2011123645A2 WO2011123645A3 WO2011123668A2 WO2011123668A3 WO2011123672A1,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Daclatasvir intermediate manufacturing process,Withdrawn,01/11/2010,BR112012011134,,,27/11/2020,,WO2011059850A1,WO2011059850A1 WO2011059887A1,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Daclatasvir intermediate manufacturing process,Withdrawn,04/11/2010,BR112012011100,BR112012011100A2,,18/03/2021,,WO2011059850A1,WO2011059850A1 WO2011059887A1,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Sofosbuvir processes & intermediates,Withdrawn,30/03/2011,BR112012024884,BR112012024884A2,,23/02/2021,US31951310 US2011/030762 US31954810,WO2011123668A2,WO2010135569A1 WO2011123645A2 WO2011123645A3 WO2011123672A1,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Sofosbuvir crystalline forms & preparation processes,Rejected,30/03/2011,BR122013004621,BR122013004621A2,,23/02/2021,US2011/030725 US31951310 US12783680 US31954810 BR112012024923,WO2011123645A2,WO2010135569A1 WO2011123668A2 WO2011123668A3 WO2011123672A1,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Sofosbuvir crystalline forms & preparation processes,Rejected,30/03/2011,BR112012024923,BR112012024923A2,,23/02/2021,US2011/030725 US31951310 US12783680 US31954810,WO2011123645A2,WO2010135569A1 WO2011123668A2 WO2011123668A3 WO2011123672A1,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",DAA combinations without IFN or RBV,Withdrawn,18/10/2012,BR112014005617,BR112014005617A2,,28/07/2021,US201161562176 US201261600468 US201261711793 US201261656253 US201161550360 US201261587197 US201261619883 US2012061085,WO2013059638A1,,,
Brazil,"Sofosbuvir+Daclatasvir 400+60 mg, Sofosbuvir/Daclatasvir 400/60 mg","COVID-19 (drug candidate), Hepatitis C (HCV)",Compositions comprising crystalline Sofosbuvir,Rejected,26/11/2012,BR112014012739,BR112014012739A2 BR112014012739A8,,27/07/2021,US2012055621 US2012066605 US201261707459 US201161564500 US201213661509,WO2013082003A1,WO2013040492A2 WO2013040492A3 WO2013066748A1,
